id_amazon,id_google,group_id
b0007yepxc,http://www.google.com/base/feeds/snippets/16647647854444612501,272
b0002fgfiy,http://www.google.com/base/feeds/snippets/16668702350993735780,174
b000ivjv10,http://www.google.com/base/feeds/snippets/16673725682059181917,816
b000hhvb2w,http://www.google.com/base/feeds/snippets/16674697281415587384,733
b0000899lt,http://www.google.com/base/feeds/snippets/16676630267570211401,56
b000nknb26,http://www.google.com/base/feeds/snippets/16685945982481680279,963
b000rlqnr6,http://www.google.com/base/feeds/snippets/16687635820409313347,1076
b00005wf9v,http://www.google.com/base/feeds/snippets/16689580885336652505,27
b000eg6d5q,http://www.google.com/base/feeds/snippets/16690738478999740250,518
b000bu7u48,http://www.google.com/base/feeds/snippets/16694806128312036500,440
b00002s5ig,http://www.google.com/base/feeds/snippets/16696977577840370909,4
b000099107,http://www.google.com/base/feeds/snippets/16698946140878275557,68
b0007ly3zu,http://www.google.com/base/feeds/snippets/16699804671191247885,260
b000nkklwe,http://www.google.com/base/feeds/snippets/16700933768709687512,960
b000f7gysa,http://www.google.com/base/feeds/snippets/16702887737767240197,567
b000hc0lw8,http://www.google.com/base/feeds/snippets/16714036815187031033,707
b000a40w4a,http://www.google.com/base/feeds/snippets/16720347622986234211,348
b0009jhv5e,http://www.google.com/base/feeds/snippets/16721626632033099240,319
b00022pti4,http://www.google.com/base/feeds/snippets/16729750960777382226,152
b000jx1on0,http://www.google.com/base/feeds/snippets/16738828984601610049,847
b0002ip4lu,http://www.google.com/base/feeds/snippets/16739935323659993586,179
b00024wjrq,http://www.google.com/base/feeds/snippets/16744224390148606478,157
b00099e4ya,http://www.google.com/base/feeds/snippets/16750826951044664483,296
b0009nr9mu,http://www.google.com/base/feeds/snippets/16755727468265308879,323
b000e2d3lc,http://www.google.com/base/feeds/snippets/16769449274864717899,493
b000v7rij8,http://www.google.com/base/feeds/snippets/16778737466501327415,1107
b0009dxjuq,http://www.google.com/base/feeds/snippets/16790631679419428442,304
b000nif4im,http://www.google.com/base/feeds/snippets/16793437722628106463,957
b000b57k4s,http://www.google.com/base/feeds/snippets/16798783463218493349,373
b0006ma3bs,http://www.google.com/base/feeds/snippets/16814254064816255791,234
b00005birs,http://www.google.com/base/feeds/snippets/16816523477506304009,22
b00099xf0e,http://www.google.com/base/feeds/snippets/16819471998102486336,299
b0006g2zce,http://www.google.com/base/feeds/snippets/16821958940203637711,230
b000jlj0cy,http://www.google.com/base/feeds/snippets/16827217446944316033,843
b000lz6a5i,http://www.google.com/base/feeds/snippets/16835999630329052337,899
b000aqvrry,http://www.google.com/base/feeds/snippets/16846135635145492175,367
b000g80lku,http://www.google.com/base/feeds/snippets/16862951998092117648,632
b000b5srju,http://www.google.com/base/feeds/snippets/16872612252422367466,375
b000ar96bm,http://www.google.com/base/feeds/snippets/16873990150005697074,368
b000trgqqg,http://www.google.com/base/feeds/snippets/16874485945364761422,1098
b000q1pyzo,http://www.google.com/base/feeds/snippets/16880028183560827373,1047
b000btac30,http://www.google.com/base/feeds/snippets/16883659993106723886,438
b0007iqg3a,http://www.google.com/base/feeds/snippets/16894460490935798232,254
b000ecqxjq,http://www.google.com/base/feeds/snippets/16899532838792786499,511
b00007m5vg,http://www.google.com/base/feeds/snippets/16901363491609477771,53
b000hcv1ky,http://www.google.com/base/feeds/snippets/16905793691117512235,714
b000ra5bmk,http://www.google.com/base/feeds/snippets/16908015325729489564,1069
b000hcu7b8,http://www.google.com/base/feeds/snippets/16917437492135092265,713
b000gcgq82,http://www.google.com/base/feeds/snippets/16921328283361819228,647
b000ndibbo,http://www.google.com/base/feeds/snippets/16934204320953872944,930
b000frs438,http://www.google.com/base/feeds/snippets/16940097910559500208,612
b000cqyclu,http://www.google.com/base/feeds/snippets/1695089910833084773,477
b000gkshi6,http://www.google.com/base/feeds/snippets/16952776452110398384,657
b00007e8d4,http://www.google.com/base/feeds/snippets/16959392076941739015,49
b000tme1ke,http://www.google.com/base/feeds/snippets/16965466141678042659,1097
b000mfqzoi,http://www.google.com/base/feeds/snippets/16972373098771212794,906
b000pienlo,http://www.google.com/base/feeds/snippets/16974008974544976244,1039
b000ivhlgc,http://www.google.com/base/feeds/snippets/16978988391209170797,813
b000qd9f5w,http://www.google.com/base/feeds/snippets/16981277851522177810,1052
b000pijt6i,http://www.google.com/base/feeds/snippets/16984572314608520314,1044
b000e13es0,http://www.google.com/base/feeds/snippets/16987363527577090531,490
b000h5fo8g,http://www.google.com/base/feeds/snippets/16987363527577090531,490
b000fzz77q,http://www.google.com/base/feeds/snippets/17008959831760960991,624
b000bnb72g,http://www.google.com/base/feeds/snippets/17010841797296818807,420
b0002w30e4,http://www.google.com/base/feeds/snippets/17020261670293385352,191
b0009hj5ve,http://www.google.com/base/feeds/snippets/17031778429388398652,309
b000edjjhs,http://www.google.com/base/feeds/snippets/17033785854482020785,514
b000szzpi4,http://www.google.com/base/feeds/snippets/17036928989465404370,1091
b0001gu7jc,http://www.google.com/base/feeds/snippets/17037106486883484113,129
b000gcd6qc,http://www.google.com/base/feeds/snippets/17053187920066498620,645
b00029rapc,http://www.google.com/base/feeds/snippets/17059526546034030562,163
b000pdnhno,http://www.google.com/base/feeds/snippets/17070501717470514063,1027
b000e28ut2,http://www.google.com/base/feeds/snippets/17072957672946519930,492
b0001mbatc,http://www.google.com/base/feeds/snippets/17075992384109050018,133
b0000dk573,http://www.google.com/base/feeds/snippets/17077922689318325801,98
b000in351k,http://www.google.com/base/feeds/snippets/17079453403984087719,799
b000byrinm,http://www.google.com/base/feeds/snippets/17081837201771092975,456
b000jx5nm8,http://www.google.com/base/feeds/snippets/17083097999546756325,852
b000nknaze,http://www.google.com/base/feeds/snippets/17094758357141692240,962
b000in35ho,http://www.google.com/base/feeds/snippets/17101910436938629162,800
b000fbju6e,http://www.google.com/base/feeds/snippets/17104623549372310375,574
b00002s8if,http://www.google.com/base/feeds/snippets/17110430434010171078,8
b000fowht8,http://www.google.com/base/feeds/snippets/17133221075889749370,608
b0009jgv6o,http://www.google.com/base/feeds/snippets/171336667164499787,317
b000bcgf9m,http://www.google.com/base/feeds/snippets/17137407106136957809,394
b000pienlo,http://www.google.com/base/feeds/snippets/17138232112312322851,1039
b0000c4m1w,http://www.google.com/base/feeds/snippets/17149576701498164512,89
b000eqy0ss,http://www.google.com/base/feeds/snippets/17149948893700452737,545
b000bdiqpc,http://www.google.com/base/feeds/snippets/17153123894129090968,405
b000u1w4us,http://www.google.com/base/feeds/snippets/17155028207234161100,1100
b0009affew,http://www.google.com/base/feeds/snippets/17165389585205797735,300
b000oqjdna,http://www.google.com/base/feeds/snippets/17165631569540488376,1010
b0000c7fpt,http://www.google.com/base/feeds/snippets/17175991674191849246,92
b000056b63,http://www.google.com/base/feeds/snippets/17180557293748751234,17
b000h229fa,http://www.google.com/base/feeds/snippets/17185994271384879488,679
b000fj16ou,http://www.google.com/base/feeds/snippets/17192736847409473684,593
b000hcqqmc,http://www.google.com/base/feeds/snippets/17192874868577413898,710
b0009jearq,http://www.google.com/base/feeds/snippets/17196507061828599304,315
b000ijngeu,http://www.google.com/base/feeds/snippets/17208172489316783816,795
b000bx0006,http://www.google.com/base/feeds/snippets/17214545032473425136,450
b00094oszk,http://www.google.com/base/feeds/snippets/17215854618313178923,292
b000qfrt4o,http://www.google.com/base/feeds/snippets/17229680859570691562,1055
b000gkxmea,http://www.google.com/base/feeds/snippets/17230198637846961402,658
b0009ftmj6,http://www.google.com/base/feeds/snippets/17244314871392617212,306
b000v7pf3o,http://www.google.com/base/feeds/snippets/17249871924749189514,1105
b00006h3dw,http://www.google.com/base/feeds/snippets/17252201200051627446,37
b00009k780,http://www.google.com/base/feeds/snippets/17261970023689791051,75
b000h2421o,http://www.google.com/base/feeds/snippets/17262070833319550928,685
b000k757w4,http://www.google.com/base/feeds/snippets/17265475148454123541,868
b000bd1ad2,http://www.google.com/base/feeds/snippets/17267430885978125860,402
b000v7y5j4,http://www.google.com/base/feeds/snippets/17269511268099992892,1111
b000o39qyo,http://www.google.com/base/feeds/snippets/17273913360738156669,982
b000fovsha,http://www.google.com/base/feeds/snippets/17285189275812329124,607
b000q71qqy,http://www.google.com/base/feeds/snippets/17293813878683470763,1049
b0002ce0v6,http://www.google.com/base/feeds/snippets/17297585967951704634,170
b0007lw230,http://www.google.com/base/feeds/snippets/17298610841039937504,258
b00009apn8,http://www.google.com/base/feeds/snippets/17298617365180292947,73
b000jx5jnq,http://www.google.com/base/feeds/snippets/17303242525950545639,851
b000ie8u4g,http://www.google.com/base/feeds/snippets/17308332648335562662,789
b0001ipy66,http://www.google.com/base/feeds/snippets/17321125761149481127,131
b000gi7itw,http://www.google.com/base/feeds/snippets/17322311354110627719,651
b000h1de00,http://www.google.com/base/feeds/snippets/17326098494894452732,674
b000e3e2km,http://www.google.com/base/feeds/snippets/17330505621209587005,495
b000nknb8k,http://www.google.com/base/feeds/snippets/17333018247606173982,966
b000p5in5e,http://www.google.com/base/feeds/snippets/17334196774609191985,1023
b0000vmim2,http://www.google.com/base/feeds/snippets/17335686828900761528,100
b000nvspyo,http://www.google.com/base/feeds/snippets/17346668920138765245,972
b000h25yoi,http://www.google.com/base/feeds/snippets/17357728675180341663,686
b000p49vis,http://www.google.com/base/feeds/snippets/17360430673200796553,1020
b00062vfec,http://www.google.com/base/feeds/snippets/17362544992159710827,211
b0009gd0km,http://www.google.com/base/feeds/snippets/17374298119474236406,307
b000fem8ew,http://www.google.com/base/feeds/snippets/17375915846745821199,580
b000h294mq,http://www.google.com/base/feeds/snippets/17383951289144054339,690
b000nkj29c,http://www.google.com/base/feeds/snippets/17390440905927321212,959
b000bcicr0,http://www.google.com/base/feeds/snippets/17392222800642377551,396
b000rlnqcq,http://www.google.com/base/feeds/snippets/17395564824016755724,1075
b00076ywii,http://www.google.com/base/feeds/snippets/17407485579094223073,244
b0000vyk1o,http://www.google.com/base/feeds/snippets/17409160117322953940,102
b000ndibqy,http://www.google.com/base/feeds/snippets/17409309332075689843,942
b000p4v8am,http://www.google.com/base/feeds/snippets/17411076438303340250,1022
b000hlt55i,http://www.google.com/base/feeds/snippets/17411408037622367354,760
b000v809mk,http://www.google.com/base/feeds/snippets/17424435152951418977,1112
b0006n99k8,http://www.google.com/base/feeds/snippets/17425291246427623053,235
b000ezmxcy,http://www.google.com/base/feeds/snippets/17440820469218114890,560
b0009yn1ks,http://www.google.com/base/feeds/snippets/17450858518393943272,337
b000o3d94m,http://www.google.com/base/feeds/snippets/17453432506391757198,991
b000fabege,http://www.google.com/base/feeds/snippets/17453864721509833307,570
b000gcgqvy,http://www.google.com/base/feeds/snippets/17456162504360585884,649
b000twz14o,http://www.google.com/base/feeds/snippets/17467141222535233488,1099
b000b6jasg,http://www.google.com/base/feeds/snippets/17471276055285923188,379
b000hhvb2w,http://www.google.com/base/feeds/snippets/17476622898499473532,733
b000lozewy,http://www.google.com/base/feeds/snippets/17477502346334387395,886
b000i7zabo,http://www.google.com/base/feeds/snippets/17479437813216357894,777
b0009qvgeo,http://www.google.com/base/feeds/snippets/17491282253363994324,324
b000hkpfje,http://www.google.com/base/feeds/snippets/17501757616782483517,750
b00004t2un,http://www.google.com/base/feeds/snippets/17501987182659378619,13
b000cs3s2m,http://www.google.com/base/feeds/snippets/17504372812251027705,479
b000nkpf7k,http://www.google.com/base/feeds/snippets/17506547254238780201,967
b000ndicze,http://www.google.com/base/feeds/snippets/17511510969143463932,951
b000922deu,http://www.google.com/base/feeds/snippets/17512159947329144136,290
b000pienka,http://www.google.com/base/feeds/snippets/17520994730465780544,1038
b000v9yxj4,http://www.google.com/base/feeds/snippets/17521446718236049500,1113
b000v7riie,http://www.google.com/base/feeds/snippets/17523098183862840727,1106
b000ep8oju,http://www.google.com/base/feeds/snippets/17530305432950801722,540
b00065hjvc,http://www.google.com/base/feeds/snippets/17535862274044952617,215
b000ndo7n0,http://www.google.com/base/feeds/snippets/17544063525352738794,956
b000i84dum,http://www.google.com/base/feeds/snippets/17544872940647061920,781
b000gpsz42,http://www.google.com/base/feeds/snippets/17546591632033422235,659
b000hkim7q,http://www.google.com/base/feeds/snippets/17555720475076621347,748
b000iw5kv4,http://www.google.com/base/feeds/snippets/1756203513172973882,820
b000h16pag,http://www.google.com/base/feeds/snippets/17570801106897429429,673
b000jx5shs,http://www.google.com/base/feeds/snippets/17578507241939502542,855
b000rhdusa,http://www.google.com/base/feeds/snippets/17582660229215283000,1073
b000051sgq,http://www.google.com/base/feeds/snippets/17588771746186862436,15
b000ej9w0q,http://www.google.com/base/feeds/snippets/17596883596074762243,533
b000krd3bq,http://www.google.com/base/feeds/snippets/17596883596074762243,533
b000bwzy7q,http://www.google.com/base/feeds/snippets/1759747759895818218,448
b0002yiuns,http://www.google.com/base/feeds/snippets/17602054056835540213,196
b000bb7fjw,http://www.google.com/base/feeds/snippets/17614065814468597783,391
b000v7vz1u,http://www.google.com/base/feeds/snippets/17615743519264436737,1109
b000lptgc2,http://www.google.com/base/feeds/snippets/17624778694912125664,889
b000jx5rz6,http://www.google.com/base/feeds/snippets/17634318125830822917,854
b00005auzh,http://www.google.com/base/feeds/snippets/17640225934406949646,19
b000gamysk,http://www.google.com/base/feeds/snippets/17641037628832356751,636
b000exu99k,http://www.google.com/base/feeds/snippets/17647670175814866187,555
b000kmaa8a,http://www.google.com/base/feeds/snippets/17648688592984612014,876
b000bckm46,http://www.google.com/base/feeds/snippets/17651580132908652894,398
b000ftpmc2,http://www.google.com/base/feeds/snippets/1766122214269018147,615
b000rsk7k8,http://www.google.com/base/feeds/snippets/17663334954312320904,1080
b000ldqs9s,http://www.google.com/base/feeds/snippets/17666397403215916975,883
b000tdgyks,http://www.google.com/base/feeds/snippets/17686732625070159576,1093
b00005rd70,http://www.google.com/base/feeds/snippets/17691332503246508957,25
b000e3c6c8,http://www.google.com/base/feeds/snippets/17693391962532243349,494
b00006jo4g,http://www.google.com/base/feeds/snippets/17694493073700371269,41
b0000cdvuh,http://www.google.com/base/feeds/snippets/17695920349455995837,95
b000in8mj0,http://www.google.com/base/feeds/snippets/17707372056830171464,805
b00094ot4a,http://www.google.com/base/feeds/snippets/17708460496974727302,293
b000om7diq,http://www.google.com/base/feeds/snippets/17708766593513600591,1008
b000lff13k,http://www.google.com/base/feeds/snippets/17709309145330542949,884
b000cs3s2c,http://www.google.com/base/feeds/snippets/17715266298340609214,478
b000dn7k8y,http://www.google.com/base/feeds/snippets/17723708447447202259,484
b000p9cr66,http://www.google.com/base/feeds/snippets/17724977097925207764,1025
b000j588g4,http://www.google.com/base/feeds/snippets/17733079574233143461,830
b000h1df7w,http://www.google.com/base/feeds/snippets/17737819843616715912,675
b00005bigp,http://www.google.com/base/feeds/snippets/17738870551709614779,21
b000ivl050,http://www.google.com/base/feeds/snippets/17758143132560820340,819
b000cnf014,http://www.google.com/base/feeds/snippets/17760107129811199554,469
b0007sxglk,http://www.google.com/base/feeds/snippets/17762641182538089473,266
b000he39mk,http://www.google.com/base/feeds/snippets/17771223071817478541,724
b000iflerk,http://www.google.com/base/feeds/snippets/17776155287333548087,792
b0001wn0m2,http://www.google.com/base/feeds/snippets/17784299186975876292,137
b000ivjsb8,http://www.google.com/base/feeds/snippets/17787032142812456248,815
b000in8nhq,http://www.google.com/base/feeds/snippets/17790799708366999123,807
b000csralc,http://www.google.com/base/feeds/snippets/17802084899902028186,480
b000hpf7p6,http://www.google.com/base/feeds/snippets/1781031509566531842,765
b000i8thy4,http://www.google.com/base/feeds/snippets/17810980474859468457,786
b000piht7e,http://www.google.com/base/feeds/snippets/17817863026849640364,1040
b000exu9ay,http://www.google.com/base/feeds/snippets/17823721749459533075,556
b0001xnkoy,http://www.google.com/base/feeds/snippets/17826820522977097999,146
b000hus51e,http://www.google.com/base/feeds/snippets/17827472274973329884,767
b000i8od5w,http://www.google.com/base/feeds/snippets/17828266310377038415,785
b0000als2s,http://www.google.com/base/feeds/snippets/17832927937923546408,85
b000k6b2l0,http://www.google.com/base/feeds/snippets/17834804262117799503,865
b000jx84va,http://www.google.com/base/feeds/snippets/17836395815164917371,857
b000lu9cwg,http://www.google.com/base/feeds/snippets/17846711186532338786,895
b000r1cs5w,http://www.google.com/base/feeds/snippets/17872821788401002421,1064
b0001ghg64,http://www.google.com/base/feeds/snippets/17878975434909198145,126
b000jx7g3c,http://www.google.com/base/feeds/snippets/17886724437749928713,856
b000h1xy3m,http://www.google.com/base/feeds/snippets/17896835956549874370,676
b000ezp0n8,http://www.google.com/base/feeds/snippets/17907379108807127194,562
b000cfx744,http://www.google.com/base/feeds/snippets/17911312393691300802,467
b000s5x3q0,http://www.google.com/base/feeds/snippets/17919905528679711200,1083
b000dzfdbi,http://www.google.com/base/feeds/snippets/17922830512683848229,487
b000v7vz2e,http://www.google.com/base/feeds/snippets/17926987006913487270,1110
b000o39yge,http://www.google.com/base/feeds/snippets/17936351408567096042,987
b000bx24o6,http://www.google.com/base/feeds/snippets/17938513699320393589,451
b000o39tgo,http://www.google.com/base/feeds/snippets/17939626833908573527,983
b000fb9w3a,http://www.google.com/base/feeds/snippets/17941162981056466173,571
b000j1h08k,http://www.google.com/base/feeds/snippets/17943324820292919047,827
b000io79mu,http://www.google.com/base/feeds/snippets/17943553623332924825,809
b000090179,http://www.google.com/base/feeds/snippets/17953929889613420408,63
b000hbxjve,http://www.google.com/base/feeds/snippets/17956249157120493393,702
b00001qgvr,http://www.google.com/base/feeds/snippets/17956725325082284641,2
b0007yepx2,http://www.google.com/base/feeds/snippets/17962667015870936885,271
b000olsreg,http://www.google.com/base/feeds/snippets/17966566453322835928,1007
b00007bguc,http://www.google.com/base/feeds/snippets/17967569973770560353,47
b000kbszns,http://www.google.com/base/feeds/snippets/17967900865986277130,872
b000qxd2tm,http://www.google.com/base/feeds/snippets/17972160650826336548,1062
b000b676fa,http://www.google.com/base/feeds/snippets/17982318849719467269,378
b00006jo4g,http://www.google.com/base/feeds/snippets/17983103067016649420,41
b0007m69s8,http://www.google.com/base/feeds/snippets/17998064550570873069,261
b000egidpo,http://www.google.com/base/feeds/snippets/18000939542340526750,520
b000ml8d5q,http://www.google.com/base/feeds/snippets/18003213870869015246,911
b000j5lgg8,http://www.google.com/base/feeds/snippets/18004448735840625942,831
b00062vos4,http://www.google.com/base/feeds/snippets/18011289804558195936,212
b00005v55b,http://www.google.com/base/feeds/snippets/18011756922272923721,26
b00002s75b,http://www.google.com/base/feeds/snippets/18029245320668853953,7
b000pihtbk,http://www.google.com/base/feeds/snippets/18037480601440105621,1041
b000aa87go,http://www.google.com/base/feeds/snippets/1803780371601211439,354
b0001d56uu,http://www.google.com/base/feeds/snippets/18039361276696190381,120
b000nlwxii,http://www.google.com/base/feeds/snippets/18046511712294457433,970
b000gamw7s,http://www.google.com/base/feeds/snippets/18053348848713858697,635
b000ogsgzq,http://www.google.com/base/feeds/snippets/18053677474084218860,1003
b000pijszk,http://www.google.com/base/feeds/snippets/18054567164113625813,1043
b000kjzigw,http://www.google.com/base/feeds/snippets/18055289311900407768,875
b000g7wses,http://www.google.com/base/feeds/snippets/18073883319223617218,631
b0009jhv1s,http://www.google.com/base/feeds/snippets/18080236342166120371,318
b000lu89yi,http://www.google.com/base/feeds/snippets/18089023914130738551,893
b000cik6rc,http://www.google.com/base/feeds/snippets/18100341066456401733,468
b000099108,http://www.google.com/base/feeds/snippets/18105761375553744131,69
b0006aaoiw,http://www.google.com/base/feeds/snippets/18106742966338682113,221
b000rgxto6,http://www.google.com/base/feeds/snippets/18107239556630917796,1072
b000szyqam,http://www.google.com/base/feeds/snippets/18111145490199629534,1090
b000jx5ppi,http://www.google.com/base/feeds/snippets/18113699401844993243,853
b0007r7e7i,http://www.google.com/base/feeds/snippets/18118065911754783035,264
b000ezmxz6,http://www.google.com/base/feeds/snippets/18127050167172376780,561
b000gcd73y,http://www.google.com/base/feeds/snippets/18135578158357182921,646
b000bh3dbk,http://www.google.com/base/feeds/snippets/18141440313618559567,412
b000jx3mx0,http://www.google.com/base/feeds/snippets/18142071205016449884,849
b000jiqlxi,http://www.google.com/base/feeds/snippets/18151952927255406461,840
b0009ren8e,http://www.google.com/base/feeds/snippets/18152695793777845265,325
b000jh7c6y,http://www.google.com/base/feeds/snippets/18159360858957097495,839
b0002z8a1o,http://www.google.com/base/feeds/snippets/18163685181387991761,197
b000q1pyv8,http://www.google.com/base/feeds/snippets/18171290245464117932,1046
b000p4tc82,http://www.google.com/base/feeds/snippets/18172308291108986699,1021
b000h14rqk,http://www.google.com/base/feeds/snippets/18177463782265275234,669
b0000696oh,http://www.google.com/base/feeds/snippets/18180725296745787083,34
b000j6ddrw,http://www.google.com/base/feeds/snippets/18190371164810858934,832
b000exw51k,http://www.google.com/base/feeds/snippets/18190434268931466210,558
b000o39u3q,http://www.google.com/base/feeds/snippets/18195210518723634061,985
b000gzy7oo,http://www.google.com/base/feeds/snippets/18207838499884290592,665
b000i8od4i,http://www.google.com/base/feeds/snippets/18213081663134894535,784
b000v7v2uo,http://www.google.com/base/feeds/snippets/18218026817519050250,1108
b000saufbg,http://www.google.com/base/feeds/snippets/18225778049143407208,1086
b000io799i,http://www.google.com/base/feeds/snippets/18226456193742595288,808
b000m9c70k,http://www.google.com/base/feeds/snippets/18227817484834707150,903
b000jx1kgq,http://www.google.com/base/feeds/snippets/18234349657423202538,845
b0001iqnc0,http://www.google.com/base/feeds/snippets/18240279639195527181,132
b000s604de,http://www.google.com/base/feeds/snippets/18240281005302874979,1084
b000in6tnq,http://www.google.com/base/feeds/snippets/18251424810598585817,802
b0009yegpc,http://www.google.com/base/feeds/snippets/18259447335875519213,336
b000cco5wa,http://www.google.com/base/feeds/snippets/18260252787140686571,463
b000egidue,http://www.google.com/base/feeds/snippets/18264347410665748173,522
b000h25yr0,http://www.google.com/base/feeds/snippets/18264562147667335719,687
b00006j02n,http://www.google.com/base/feeds/snippets/18268949289189904876,40
b0008g2bvm,http://www.google.com/base/feeds/snippets/18275035621919457369,284
b000b6kh38,http://www.google.com/base/feeds/snippets/18277398973089665313,380
b000nkklwy,http://www.google.com/base/feeds/snippets/18277858650749573891,961
b000jgqt28,http://www.google.com/base/feeds/snippets/18282499725938188855,837
b00007e8bi,http://www.google.com/base/feeds/snippets/18286585073343765950,48
b000hjdpx8,http://www.google.com/base/feeds/snippets/1829125396804686622,744
b000o3ek2m,http://www.google.com/base/feeds/snippets/18295506345742178609,994
b000v05f4k,http://www.google.com/base/feeds/snippets/18304228419567401310,1104
b000ov404w,http://www.google.com/base/feeds/snippets/18304611545439824631,1012
b0009x6qew,http://www.google.com/base/feeds/snippets/18305953820307083661,331
b000nkpf7u,http://www.google.com/base/feeds/snippets/18308374908816476565,968
b000sqnbp2,http://www.google.com/base/feeds/snippets/18309926777977827139,1089
b0001av65w,http://www.google.com/base/feeds/snippets/18312853825749428303,117
b000067fk7,http://www.google.com/base/feeds/snippets/1832664201831888645,30
b000o27t8a,http://www.google.com/base/feeds/snippets/18341451742874553099,979
b0000c7gep,http://www.google.com/base/feeds/snippets/18343959075631403504,93
b0007wv3ei,http://www.google.com/base/feeds/snippets/18347005743602331538,270
b0006g2tum,http://www.google.com/base/feeds/snippets/18352674914916743912,226
b000aoz7fo,http://www.google.com/base/feeds/snippets/18353566070605982375,360
b00097iaym,http://www.google.com/base/feeds/snippets/18354270349835110075,295
b0008ews9o,http://www.google.com/base/feeds/snippets/18354430457145981051,281
b000ivfciq,http://www.google.com/base/feeds/snippets/18355044473505180786,812
b000a6na6a,http://www.google.com/base/feeds/snippets/18355630027419003625,349
b000jx1kma,http://www.google.com/base/feeds/snippets/18356272944058818376,846
b000a3ky4e,http://www.google.com/base/feeds/snippets/18356638685856745200,346
b000fnevhk,http://www.google.com/base/feeds/snippets/18358728426530670777,604
b000kg86b4,http://www.google.com/base/feeds/snippets/18360175926672582960,873
b000qgixde,http://www.google.com/base/feeds/snippets/18360307000127444765,1056
b000b5rweg,http://www.google.com/base/feeds/snippets/18360660165216793779,374
b000fis8ew,http://www.google.com/base/feeds/snippets/18361636558506127089,592
b000kmehfw,http://www.google.com/base/feeds/snippets/18362060657249986591,878
b0002dlrru,http://www.google.com/base/feeds/snippets/18363181454550367129,171
b0000dbykm,http://www.google.com/base/feeds/snippets/18363672170449359273,97
b000fbgapi,http://www.google.com/base/feeds/snippets/18364140307508478752,573
b000e8jlai,http://www.google.com/base/feeds/snippets/18364244585954350504,503
b0000vmimw,http://www.google.com/base/feeds/snippets/18364436159487312703,101
b000mcianu,http://www.google.com/base/feeds/snippets/18365358438027236949,904
b0006g2vk0,http://www.google.com/base/feeds/snippets/18365507478568694929,227
b00005ld1r,http://www.google.com/base/feeds/snippets/18367097829354438075,23
b000lv6pyi,http://www.google.com/base/feeds/snippets/18367889369421729693,896
b000hlr9my,http://www.google.com/base/feeds/snippets/18368153783802816439,757
b000evo8h6,http://www.google.com/base/feeds/snippets/18368735287693525011,550
b0007d8esa,http://www.google.com/base/feeds/snippets/18368896632826907002,250
b0006b64v2,http://www.google.com/base/feeds/snippets/18369825056478487049,224
b000ro5o78,http://www.google.com/base/feeds/snippets/18370662348326877910,1077
b0002c3vqq,http://www.google.com/base/feeds/snippets/18371416588940021581,169
b000q6zk3a,http://www.google.com/base/feeds/snippets/18371419521576660155,1048
b000ov0gao,http://www.google.com/base/feeds/snippets/18371601730045221642,1011
b000qjrska,http://www.google.com/base/feeds/snippets/18371727039035112852,1057
b0001wn16m,http://www.google.com/base/feeds/snippets/18372325427432567642,139
b00009v7hf,http://www.google.com/base/feeds/snippets/18373045261595979693,81
b000i84dts,http://www.google.com/base/feeds/snippets/18373254644070862441,780
b000aa87pu,http://www.google.com/base/feeds/snippets/18373688292230003205,355
b000bnkbdm,http://www.google.com/base/feeds/snippets/18374143831267894200,424
b000qctqne,http://www.google.com/base/feeds/snippets/18375765231096501819,1051
b00062ak2k,http://www.google.com/base/feeds/snippets/18376072611700638452,207
b000gwkol2,http://www.google.com/base/feeds/snippets/18376303388125635572,664
b000cditbc,http://www.google.com/base/feeds/snippets/18377490087458020504,465
b000jbxxtk,http://www.google.com/base/feeds/snippets/18377982787934617712,834
b000j6ddrw,http://www.google.com/base/feeds/snippets/18378133609675219667,832
b0006b6b1a,http://www.google.com/base/feeds/snippets/18378422702839985200,225
b000bgtvda,http://www.google.com/base/feeds/snippets/18378932841147152966,411
b000dz964i,http://www.google.com/base/feeds/snippets/18379602755577753525,485
b0001wn0li,http://www.google.com/base/feeds/snippets/18379653518269884966,136
b00030cbu4,http://www.google.com/base/feeds/snippets/18379664802687261824,198
b00008mnxq,http://www.google.com/base/feeds/snippets/18380054536947094037,58
b0002r74a0,http://www.google.com/base/feeds/snippets/18380144380139373224,187
b000ehpzxq,http://www.google.com/base/feeds/snippets/18381050378194058330,526
b00005op44,http://www.google.com/base/feeds/snippets/18381906790026125106,24
b000b6n2lw,http://www.google.com/base/feeds/snippets/18382903514613113420,382
b0007iqg2q,http://www.google.com/base/feeds/snippets/18383108968754488314,253
b000ndid4y,http://www.google.com/base/feeds/snippets/18383405503824080160,954
b000099sin,http://www.google.com/base/feeds/snippets/18383594456090582739,71
b000fa5ens,http://www.google.com/base/feeds/snippets/18384136689746651786,569
b000emgcxs,http://www.google.com/base/feeds/snippets/18384214908341178781,536
b000gaoo7y,http://www.google.com/base/feeds/snippets/18384280629938052082,637
b000314vvu,http://www.google.com/base/feeds/snippets/18384366678790095384,200
b0002e3g6o,http://www.google.com/base/feeds/snippets/18384557845547191313,172
b000hlt57q,http://www.google.com/base/feeds/snippets/18385266399097496621,761
b0002bqrq8,http://www.google.com/base/feeds/snippets/18386073325514862606,168
b000b6n2o4,http://www.google.com/base/feeds/snippets/18386275313356170584,384
b000o39u3q,http://www.google.com/base/feeds/snippets/18386729116244999637,985
